Date,Symbol,Open,High,Low,Close,Volume,,,
05-07-2011,NESTLEIND,4435.8,4435.8,4265,4280.5,20477,,,
06-07-2011,NESTLEIND,4280.05,4375,4250,4278.55,37730,,,
07-07-2011,NESTLEIND,4300,4334,4280.4,4295.35,11341,,,
08-07-2011,NESTLEIND,4329,4329,4250,4262.45,7422,,,
11-07-2011,NESTLEIND,4260,4344,4260,4309.15,25135,,,
12-07-2011,NESTLEIND,4349,4355,4262,4314.65,30918,,,
13-07-2011,NESTLEIND,4319.9,4330,4180,4324.85,23565,,,
14-07-2011,NESTLEIND,4380,4380,4300,4330.65,21484,,,
15-07-2011,NESTLEIND,4379,4409,4340,4397.5,25983,,,
18-07-2011,NESTLEIND,4400,4477,4350,4444.2,27609,,,
19-07-2011,NESTLEIND,4451,4520,4386,4400.5,14553,,,
20-07-2011,NESTLEIND,4463.95,4463.95,4270,4281.55,13167,,,
21-07-2011,NESTLEIND,4291.95,4383,4212.35,4250.65,11806,,,
22-07-2011,NESTLEIND,4255.05,4335,4255,4309.45,9739,,,
25-07-2011,NESTLEIND,4325,4359,4237.95,4245.85,14284,,,
26-07-2011,NESTLEIND,4225.8,4285.95,4225.8,4254.8,12057,,,
27-07-2011,NESTLEIND,4253,4440,4250,4403.65,33862,,,
28-07-2011,NESTLEIND,4401,4428,4305,4359.3,7804,,,
29-07-2011,NESTLEIND,4365,4405,4316,4360.1,11207,,,
01-08-2011,NESTLEIND,4360.1,4360.1,4220.05,4239.35,18427,,,
02-08-2011,NESTLEIND,4340,4420,4250,4275.35,7045,,,
03-08-2011,NESTLEIND,4249.95,4300,4203.05,4243.15,7954,,,
04-08-2011,NESTLEIND,4248,4330,4239,4300.45,12744,,,
05-08-2011,NESTLEIND,4160.45,4256,4150.1,4238.35,17220,,,
08-08-2011,NESTLEIND,4189.9,4189.9,4050,4133.8,25451,,,
09-08-2011,NESTLEIND,4050,4267.75,4033,4218.75,17121,,,
10-08-2011,NESTLEIND,4230,4280,4109,4165.25,42857,,,
11-08-2011,NESTLEIND,4170.05,4246.95,4141.05,4173.45,19699,,,
12-08-2011,NESTLEIND,4178,4249.9,4075,4127.3,43862,,,
16-08-2011,NESTLEIND,4200,4229,4163.05,4194.85,13279,,,
17-08-2011,NESTLEIND,4164.05,4198,4131,4145.75,9355,,,
18-08-2011,NESTLEIND,4199,4340,4145.75,4197.95,39515,,,
19-08-2011,NESTLEIND,4192.95,4230.2,4094.05,4186.05,20556,,,
22-08-2011,NESTLEIND,4174.45,4263,4125.1,4253.8,12915,,,
23-08-2011,NESTLEIND,4206,4320,4206,4276.85,12368,,,
24-08-2011,NESTLEIND,4298.6,4376,4275,4356.55,13193,,,
25-08-2011,NESTLEIND,4379,4400,4360.1,4383.9,7971,,,
26-08-2011,NESTLEIND,4394.95,4415,4344.7,4380.05,9248,,,
29-08-2011,NESTLEIND,4336,4409.95,4336,4402.8,8277,,,
30-08-2011,NESTLEIND,4365,4444.5,4365,4389.1,8707,,,
02-09-2011,NESTLEIND,4450,4520.5,4409.95,4492.2,58516,,,
05-09-2011,NESTLEIND,4370.1,4500.25,4370.1,4456.5,12864,,,
06-09-2011,NESTLEIND,4519.8,4519.8,4400,4408.85,4719,,,
07-09-2011,NESTLEIND,4448.6,4495,4433.05,4454.1,22592,,,
08-09-2011,NESTLEIND,4450,4490.1,4408,4429.25,9059,,,
09-09-2011,NESTLEIND,4410,4449.9,4375.05,4387.15,2251,,,
12-09-2011,NESTLEIND,4395,4397,4268.05,4271.85,5706,,,
13-09-2011,NESTLEIND,4271.85,4338,4271.85,4286.55,11427,,,
14-09-2011,NESTLEIND,4298,4380,4185,4273.7,19173,,,
15-09-2011,NESTLEIND,4340,4348.8,4232.25,4258.25,9747,,,
16-09-2011,NESTLEIND,4260,4340,4132.05,4179.95,41384,,,
19-09-2011,NESTLEIND,4175,4239.15,4175,4226.75,47500,,,
20-09-2011,NESTLEIND,4200.05,4328.8,4200.05,4247,19301,,,
21-09-2011,NESTLEIND,4215.45,4295,4215.45,4283.45,8412,,,
22-09-2011,NESTLEIND,4168,4270,4168,4254.75,23802,,,
23-09-2011,NESTLEIND,4200.05,4345,4182,4311.2,18095,,,
26-09-2011,NESTLEIND,4290,4318,4180,4210,16462,,,
27-09-2011,NESTLEIND,4220,4278,4192,4214.7,6888,,,
28-09-2011,NESTLEIND,4250,4278,4180.05,4256.7,19716,,,
29-09-2011,NESTLEIND,4246.6,4270,4220,4258.6,33364,,,
30-09-2011,NESTLEIND,4200,4265,4168,4252.1,26670,,,
03-10-2011,NESTLEIND,4268.95,4268.95,4168,4189.45,60637,,,
04-10-2011,NESTLEIND,4192.2,4215,4165.25,4193.9,15588,,,
05-10-2011,NESTLEIND,4170,4210,4168.25,4198.9,27912,,,
07-10-2011,NESTLEIND,4234.95,4285,4172.05,4214.25,20190,,,
10-10-2011,NESTLEIND,4224,4230,4201,4214.3,3363,,,
11-10-2011,NESTLEIND,4228.95,4228.95,4130,4152.4,6776,,,
12-10-2011,NESTLEIND,4200,4240,4160,4217.2,23847,,,
13-10-2011,NESTLEIND,4229,4229,4189.05,4206.15,2594,,,
14-10-2011,NESTLEIND,4187.85,4220,4170,4181.6,7788,,,
17-10-2011,NESTLEIND,4218.65,4218.65,4120,4154.7,3909,,,
18-10-2011,NESTLEIND,4145,4155.95,4125,4136.5,3147,,,
19-10-2011,NESTLEIND,4140,4168.95,4056.25,4124.15,10440,,,
20-10-2011,NESTLEIND,4154.95,4290,4110,4267.65,13861,,,
21-10-2011,NESTLEIND,4292.6,4347.7,4292.6,4306.55,13505,,,
24-10-2011,NESTLEIND,4300,4339.95,4235,4279.55,10652,,,
25-10-2011,NESTLEIND,4300.95,4323,4250.35,4277.8,5360,,,
26-10-2011,NESTLEIND,4344,4344,4269.8,4293,1239,,,
28-10-2011,NESTLEIND,4315,4339.95,4236,4256.3,14264,,,
31-10-2011,NESTLEIND,4206,4275,4199.9,4243.85,89170,,,
01-11-2011,NESTLEIND,4167.45,4399.9,4167.45,4359.8,35114,,,
02-11-2011,NESTLEIND,4337.45,4440,4300.05,4404.15,17647,,,
03-11-2011,NESTLEIND,4404.25,4435,4387,4409.85,13897,,,
04-11-2011,NESTLEIND,4435,4500,4416,4497.45,24340,,,
08-11-2011,NESTLEIND,4540,4588.7,4348.7,4364.85,17108,,,
09-11-2011,NESTLEIND,4450,4469,4391.25,4425.4,12883,,,
11-11-2011,NESTLEIND,4430.05,4507.95,4320.05,4488.55,45482,,,
14-11-2011,NESTLEIND,4490,4500.5,4345,4388.95,13500,,,
15-11-2011,NESTLEIND,4388,4464.75,4370,4421.3,40444,,,
16-11-2011,NESTLEIND,4421.5,4450,4353.15,4419.95,33620,,,
17-11-2011,NESTLEIND,4410,4496,4405.1,4473.65,28757,,,
18-11-2011,NESTLEIND,4475,4490,4376,4428,108068,,,
21-11-2011,NESTLEIND,4427.95,4430,4350,4368.65,7510,,,
22-11-2011,NESTLEIND,4350.05,4367.4,4260,4276.5,21370,,,
23-11-2011,NESTLEIND,4263.25,4275.05,4180.5,4194.75,10585,,,
24-11-2011,NESTLEIND,4180.25,4238.25,4175,4185.45,59350,,,
25-11-2011,NESTLEIND,4185.5,4274.9,4150,4196.7,30877,,,
28-11-2011,NESTLEIND,4230.95,4254.3,4201.5,4238.7,5322,,,
29-11-2011,NESTLEIND,4253,4253,4180,4192.6,4834,,,
30-11-2011,NESTLEIND,4200.1,4250,4175.25,4222.55,20479,,,
01-12-2011,NESTLEIND,4242,4275,4190,4206.55,8271,,,
02-12-2011,NESTLEIND,4206.55,4238.95,4170,4222.7,11540,,,
05-12-2011,NESTLEIND,4241,4272,4200.1,4213.75,8079,,,
07-12-2011,NESTLEIND,4249.9,4260,4160.2,4205.2,25295,,,
08-12-2011,NESTLEIND,4238,4260,4193.1,4244.4,14732,,,
09-12-2011,NESTLEIND,4239.95,4248.7,4167,4190.55,14142,,,
12-12-2011,NESTLEIND,4250,4250,4192,4212.85,17592,,,
13-12-2011,NESTLEIND,4150,4205,4145.25,4169.25,9748,,,
14-12-2011,NESTLEIND,4170,4199,4151,4169,42622,,,
15-12-2011,NESTLEIND,4135,4230,4130,4228.25,13763,,,
16-12-2011,NESTLEIND,4185.05,4260,4184.2,4206.85,11908,,,
19-12-2011,NESTLEIND,4162.2,4208,4132.4,4160,22192,,,
20-12-2011,NESTLEIND,4189,4199.9,4012,4114.25,18419,,,
21-12-2011,NESTLEIND,4125.05,4125.05,3970,3983.85,46227,,,
22-12-2011,NESTLEIND,4024.85,4140,3980.1,4113.4,47714,,,
23-12-2011,NESTLEIND,4135,4139.9,4013.4,4087.45,17917,,,
26-12-2011,NESTLEIND,4093.7,4151,4088,4139.15,3780,,,
27-12-2011,NESTLEIND,4149,4240,4145,4219.05,13254,,,
28-12-2011,NESTLEIND,4210.15,4239,4145,4207.65,135687,,,
29-12-2011,NESTLEIND,4197,4210,4100,4112.55,3558,,,
30-12-2011,NESTLEIND,4135,4135,4016,4094.85,19746,,,
02-01-2012,NESTLEIND,4143.5,4143.5,4025,4038.95,16691,,,
03-01-2012,NESTLEIND,4089,4105,4025.1,4098.85,11518,,,
04-01-2012,NESTLEIND,4109,4125,4080.05,4120.9,11027,,,
05-01-2012,NESTLEIND,4119,4136.4,4097.15,4108,3228,,,
06-01-2012,NESTLEIND,4107.5,4150,4075,4129.4,15157,,,
07-01-2012,NESTLEIND,4145,4147,4104,4125.7,305,,,
09-01-2012,NESTLEIND,4139,4147,4090,4105.35,18454,,,
10-01-2012,NESTLEIND,4099,4125.15,4084.5,4101.75,23466,,,
11-01-2012,NESTLEIND,4064.05,4100,4052,4062.25,40673,,,
12-01-2012,NESTLEIND,4069.9,4069.9,3943.1,3958.65,94502,,,
13-01-2012,NESTLEIND,3993.95,3994,3925,3943.15,21042,,,
16-01-2012,NESTLEIND,3949.9,4018.95,3943.2,3997.1,27136,,,
17-01-2012,NESTLEIND,3940.05,4074,3940.05,4056.7,36865,,,
18-01-2012,NESTLEIND,4084.7,4084.7,4015.05,4037.95,29600,,,
19-01-2012,NESTLEIND,4080,4099,4024.85,4075.35,11728,,,
20-01-2012,NESTLEIND,4101,4158.85,4072.05,4143.3,9066,,,
23-01-2012,NESTLEIND,4148.05,4170,4102.35,4123.75,14604,,,
24-01-2012,NESTLEIND,4080.05,4169,4080.05,4147.15,23239,,,
25-01-2012,NESTLEIND,4120,4164.9,4075.4,4127,14675,,,
27-01-2012,NESTLEIND,4159,4349.9,4151.2,4281.2,7895,,,
30-01-2012,NESTLEIND,4340,4340,4245,4259.55,25614,,,
31-01-2012,NESTLEIND,4259.55,4260.05,4200,4236,18603,,,
01-02-2012,NESTLEIND,4300,4300,4221,4231.65,17102,,,
02-02-2012,NESTLEIND,4297.95,4297.95,4230,4247.8,12356,,,
03-02-2012,NESTLEIND,4203,4285,4170.15,4238.4,8353,,,
06-02-2012,NESTLEIND,4256,4319,4232.35,4255.9,18193,,,
07-02-2012,NESTLEIND,4285,4323,4215,4245.25,26892,,,
08-02-2012,NESTLEIND,4255.05,4280,4206.1,4234.25,57312,,,
09-02-2012,NESTLEIND,4273,4280,4225,4271.95,22188,,,
10-02-2012,NESTLEIND,4278.8,4325,4240,4285.3,15872,,,
13-02-2012,NESTLEIND,4299,4339,4269.95,4322.1,10133,,,
14-02-2012,NESTLEIND,4377.95,4429.95,4325.1,4411.7,17440,,,
15-02-2012,NESTLEIND,4420,4455,4377,4389.15,14490,,,
16-02-2012,NESTLEIND,4400,4450,4370,4387.8,11141,,,
17-02-2012,NESTLEIND,4377,4419.9,4345.05,4357,8205,,,
21-02-2012,NESTLEIND,4398.75,4399.85,4360,4383.6,20013,,,
22-02-2012,NESTLEIND,4392.05,4400,4352,4375.7,9501,,,
23-02-2012,NESTLEIND,4312.2,4420,4312.2,4376.15,18869,,,
24-02-2012,NESTLEIND,4419.95,4437.5,4382.6,4400.2,26728,,,
27-02-2012,NESTLEIND,4401.55,4450,4382.1,4418.85,38097,,,
28-02-2012,NESTLEIND,4445,4485,4399,4449.6,23370,,,
29-02-2012,NESTLEIND,4444.95,4514.6,4401.05,4413.2,12607,,,
01-03-2012,NESTLEIND,4425.05,4460,4356,4377.4,18853,,,
02-03-2012,NESTLEIND,4479.95,4479.95,4362.4,4419.85,18610,,,
03-03-2012,NESTLEIND,4442.9,4442.9,4396,4403.2,442,,,
05-03-2012,NESTLEIND,4418.4,4499,4396,4458.8,34618,,,
06-03-2012,NESTLEIND,4478.95,4490,4400.15,4462.35,5805,,,
07-03-2012,NESTLEIND,4417.65,4459,4387,4422.8,4199,,,
09-03-2012,NESTLEIND,4425.05,4486.4,4425.05,4450.4,12518,,,
12-03-2012,NESTLEIND,4372,4518.95,4372,4480.25,12638,,,
13-03-2012,NESTLEIND,4435.2,4486.9,4434.1,4456.15,13420,,,
14-03-2012,NESTLEIND,4477,4543.95,4377.1,4508.55,44574,,,
15-03-2012,NESTLEIND,4451.05,4469.9,4377.3,4395.7,19795,,,
16-03-2012,NESTLEIND,4449.85,4449.85,4360,4387.75,46031,,,
19-03-2012,NESTLEIND,4388,4409.75,4367.4,4382.3,90011,,,
20-03-2012,NESTLEIND,4351,4468,4351,4430.1,6172,,,
21-03-2012,NESTLEIND,4425,4490,4402.55,4446.05,71736,,,
22-03-2012,NESTLEIND,4473.8,4549,4431.05,4499.85,20726,,,
23-03-2012,NESTLEIND,4444.05,4680,4444,4604.65,20388,,,
26-03-2012,NESTLEIND,4610,4660.05,4416,4448.05,50031,,,
27-03-2012,NESTLEIND,4528.15,4644,4434.95,4474.75,111326,,,
28-03-2012,NESTLEIND,4500,4568,4475,4544.05,127263,,,
29-03-2012,NESTLEIND,4599.8,4625,4403.3,4499.2,17800,,,
30-03-2012,NESTLEIND,4509.95,4670,4481.85,4630.6,32002,,,
02-04-2012,NESTLEIND,4610,4739.9,4561,4685.65,35630,,,
03-04-2012,NESTLEIND,4649.85,4821,4606.35,4742.5,16078,,,
04-04-2012,NESTLEIND,4743,4780,4676.55,4687.25,16991,,,
09-04-2012,NESTLEIND,4695,4763.15,4560,4579,33824,,,
10-04-2012,NESTLEIND,4506.35,4848,4506.35,4784.15,61917,,,
11-04-2012,NESTLEIND,4795,4906.95,4733.05,4867.45,58961,,,
12-04-2012,NESTLEIND,4867.45,4975.5,4791.6,4921.15,26106,,,
13-04-2012,NESTLEIND,4922.85,4975,4900.35,4922.65,23103,,,
16-04-2012,NESTLEIND,4922.65,4958.7,4751,4785.25,41432,,,
17-04-2012,NESTLEIND,4800,4893,4770,4828.85,32302,,,
18-04-2012,NESTLEIND,4888,4994,4845,4960.5,58402,,,
19-04-2012,NESTLEIND,4978,5024,4848.6,4903.9,30863,,,
20-04-2012,NESTLEIND,4851,4990.15,4851,4978.75,25081,,,
23-04-2012,NESTLEIND,4950.05,5015,4816.15,4882.65,26201,,,
24-04-2012,NESTLEIND,4920,4941.85,4872,4883.7,5340,,,
25-04-2012,NESTLEIND,4912,4975,4902.2,4935.7,9828,,,
26-04-2012,NESTLEIND,4935,4969.95,4714.1,4735.15,43829,,,
27-04-2012,NESTLEIND,4743.9,4778.5,4670,4696.05,19055,,,
28-04-2012,NESTLEIND,4650,4750,4650,4709.35,1218,,,
30-04-2012,NESTLEIND,4700.1,4719.75,4655,4674.15,6985,,,
02-05-2012,NESTLEIND,4699.95,4725,4581,4622.7,150422,,,
03-05-2012,NESTLEIND,4632,4664.4,4582.2,4613.65,39582,,,
04-05-2012,NESTLEIND,4580.05,4697.3,4530,4568.4,194740,,,
07-05-2012,NESTLEIND,4594.9,4595,4515.5,4576.1,15976,,,
08-05-2012,NESTLEIND,4599,4600,4401,4488.8,19378,,,
09-05-2012,NESTLEIND,4509,4547,4420,4444.8,263586,,,
10-05-2012,NESTLEIND,4496,4550,4449,4502.5,20515,,,
11-05-2012,NESTLEIND,4525,4580,4490.1,4559.45,9575,,,
14-05-2012,NESTLEIND,4559,4700,4511.15,4664.5,17704,,,
15-05-2012,NESTLEIND,4659.95,4660,4610,4627.45,14425,,,
16-05-2012,NESTLEIND,4627.05,4627.05,4549.35,4561.55,6081,,,
17-05-2012,NESTLEIND,4561.55,4725.1,4561.55,4707.4,37451,,,
18-05-2012,NESTLEIND,4699.45,4725,4615.4,4699.8,22494,,,
21-05-2012,NESTLEIND,4714.9,4750,4672.05,4681.1,12064,,,
22-05-2012,NESTLEIND,4675.05,4727.45,4675,4693.5,59979,,,
23-05-2012,NESTLEIND,4717.95,4718,4600,4616.5,5826,,,
24-05-2012,NESTLEIND,4552.5,4650,4525,4551.95,14387,,,
25-05-2012,NESTLEIND,4560,4613.95,4515.1,4528.6,17751,,,
28-05-2012,NESTLEIND,4500,4574.95,4500,4536.35,16742,,,
29-05-2012,NESTLEIND,4572,4574,4526,4539.55,15770,,,
30-05-2012,NESTLEIND,4568.95,4568.95,4421,4464.35,31710,,,
31-05-2012,NESTLEIND,4554,4554,4440.95,4505.2,27370,,,
01-06-2012,NESTLEIND,4545,4600,4463.35,4583.45,20022,,,
04-06-2012,NESTLEIND,4579,4583,4519.95,4546,9833,,,
05-06-2012,NESTLEIND,4520,4571.5,4520,4535.25,20089,,,
06-06-2012,NESTLEIND,4520,4590,4520,4547.05,15729,,,
07-06-2012,NESTLEIND,4594.75,4594.75,4462.4,4548.15,12133,,,
08-06-2012,NESTLEIND,4547.95,4575,4490,4516.6,12198,,,
11-06-2012,NESTLEIND,4516.9,4553.95,4454,4487.35,19199,,,
12-06-2012,NESTLEIND,4498.95,4526,4457.8,4466.6,25789,,,
13-06-2012,NESTLEIND,4466.5,4555.7,4466.45,4526.45,19660,,,
14-06-2012,NESTLEIND,4528,4564.45,4500.25,4541.4,14040,,,
15-06-2012,NESTLEIND,4548,4548,4502,4511.55,47769,,,
18-06-2012,NESTLEIND,4543.9,4580,4500,4515.2,5267,,,
19-06-2012,NESTLEIND,4482.05,4597,4482.05,4590.95,12320,,,
20-06-2012,NESTLEIND,4560,4619.95,4550.8,4590.7,19241,,,
21-06-2012,NESTLEIND,4482.05,4610,4470,4479.85,52154,,,
22-06-2012,NESTLEIND,4590,4620,4450,4515.1,12137,,,
25-06-2012,NESTLEIND,4485,4547.3,4475.1,4499.9,6231,,,
26-06-2012,NESTLEIND,4580,4580,4460.5,4478,12979,,,
27-06-2012,NESTLEIND,4575,4575,4488,4499.8,40568,,,
28-06-2012,NESTLEIND,4570,4570,4475,4499.55,33881,,,
29-06-2012,NESTLEIND,4502.7,4555,4490.15,4539.05,49289,,,
02-07-2012,NESTLEIND,4567,4640,4527.5,4536.75,8720,,,
03-07-2012,NESTLEIND,4560,4562.45,4515.15,4536.05,58414,,,
04-07-2012,NESTLEIND,4541.35,4552.55,4470.05,4475.5,82730,,,
05-07-2012,NESTLEIND,4476.1,4500,4455,4459.75,48268,,,
06-07-2012,NESTLEIND,4450,4470,4420,4437.2,29078,,,
09-07-2012,NESTLEIND,4437,4478,4410,4420.65,11624,,,
10-07-2012,NESTLEIND,4419,4478.7,4419,4464.35,32964,,,
11-07-2012,NESTLEIND,4450.15,4509,4445,4496.55,20268,,,
12-07-2012,NESTLEIND,4524,4524,4470.05,4503.15,21316,,,
13-07-2012,NESTLEIND,4482,4520,4450,4482.65,70984,,,
16-07-2012,NESTLEIND,4452.3,4531,4452.3,4525.15,16561,,,
17-07-2012,NESTLEIND,4529,4545.95,4465,4498.7,5396,,,
18-07-2012,NESTLEIND,4503.5,4509,4475,4502.35,2765,,,
19-07-2012,NESTLEIND,4545,4545,4479,4485,10767,,,
20-07-2012,NESTLEIND,4484.65,4539,4483.65,4514.85,14460,,,
23-07-2012,NESTLEIND,4464.6,4531,4450,4464.1,8784,,,
24-07-2012,NESTLEIND,4476.3,4485,4426.1,4450.65,12070,,,
25-07-2012,NESTLEIND,4416.7,4475,4416.7,4450.05,11027,,,
26-07-2012,NESTLEIND,4465.4,4480,4430,4438,12285,,,
27-07-2012,NESTLEIND,4470.95,4489.5,4438,4456.7,6809,,,
30-07-2012,NESTLEIND,4457,4540,4431.5,4504.6,22522,,,
31-07-2012,NESTLEIND,4500,4518.9,4460.05,4478.65,5756,,,
01-08-2012,NESTLEIND,4475,4491.85,4418,4422.4,17334,,,
02-08-2012,NESTLEIND,4495.9,4527.8,4365.2,4399.85,42869,,,
03-08-2012,NESTLEIND,4400,4443.95,4350,4370.6,30596,,,
06-08-2012,NESTLEIND,4400,4430.5,4375,4400.6,11823,,,
07-08-2012,NESTLEIND,4422.75,4485.95,4400.35,4459.25,43301,,,
08-08-2012,NESTLEIND,4475,4475,4400,4409.4,12893,,,
09-08-2012,NESTLEIND,4453,4464.4,4400.4,4456.35,7650,,,
10-08-2012,NESTLEIND,4469,4473.9,4390,4399.1,40789,,,
13-08-2012,NESTLEIND,4473.35,4473.35,4400.5,4434,2837,,,
14-08-2012,NESTLEIND,4425,4463.9,4401,4452.45,21658,,,
16-08-2012,NESTLEIND,4426,4455,4420,4441.9,16158,,,
17-08-2012,NESTLEIND,4428.05,4479,4428.05,4460.65,80663,,,
21-08-2012,NESTLEIND,4443,4633.8,4435,4591.9,36645,,,
22-08-2012,NESTLEIND,4591,4618.95,4565,4590.75,41989,,,
23-08-2012,NESTLEIND,4591.05,4709,4588,4688.05,30033,,,
24-08-2012,NESTLEIND,4500,4750,4500,4710.3,21063,,,
27-08-2012,NESTLEIND,4710.3,4759.9,4635,4732.75,12529,,,
28-08-2012,NESTLEIND,4753.75,4753.75,4644,4721.95,12895,,,
29-08-2012,NESTLEIND,4714.95,4719,4648,4701.05,10568,,,
30-08-2012,NESTLEIND,4696.75,4706.75,4610.1,4669.65,11821,,,
31-08-2012,NESTLEIND,4669.65,4704,4610,4635.3,54236,,,
03-09-2012,NESTLEIND,4600,4648.95,4584.95,4593.25,23415,,,
04-09-2012,NESTLEIND,4648,4678.95,4595,4621.9,11094,,,
05-09-2012,NESTLEIND,4621,4635,4580,4599.25,24993,,,
06-09-2012,NESTLEIND,4550.05,4640,4550.05,4603.85,31120,,,
07-09-2012,NESTLEIND,4676.8,4676.8,4575,4602.8,119460,,,
08-09-2012,NESTLEIND,4600.55,4669.9,4600.55,4654.15,1729,,,
10-09-2012,NESTLEIND,4621,4640,4580,4589.7,14107,,,
11-09-2012,NESTLEIND,4646.7,4646.7,4501,4519.35,11481,,,
12-09-2012,NESTLEIND,4558.95,4605.8,4519.95,4574.35,9928,,,
13-09-2012,NESTLEIND,4634.9,4634.9,4500,4535.3,9241,,,
14-09-2012,NESTLEIND,4555,4614.95,4467,4489.4,26678,,,
17-09-2012,NESTLEIND,4489.4,4529.95,4443,4461.9,72209,,,
18-09-2012,NESTLEIND,4436,4465,4400,4400.8,22475,,,
20-09-2012,NESTLEIND,4400,4428.9,4351,4360.25,32753,,,
21-09-2012,NESTLEIND,4388.8,4394.95,4348,4354.1,35233,,,
24-09-2012,NESTLEIND,4370.05,4390,4325,4352.25,12189,,,
25-09-2012,NESTLEIND,4344,4374,4320,4350.6,8835,,,
26-09-2012,NESTLEIND,4335,4389,4335,4344.2,11830,,,
27-09-2012,NESTLEIND,4378.85,4378.85,4300,4324.4,39145,,,
28-09-2012,NESTLEIND,4314,4433,4308,4401.95,41764,,,
01-10-2012,NESTLEIND,4438.8,4450,4407.5,4435.55,20435,,,
03-10-2012,NESTLEIND,4435.55,4570,4372.9,4557.9,35246,,,
04-10-2012,NESTLEIND,4542,4600,4490,4586.05,40826,,,
05-10-2012,NESTLEIND,4586,4610,4580.1,4599.5,55826,,,
08-10-2012,NESTLEIND,4600,4615,4505,4602.15,61737,,,
09-10-2012,NESTLEIND,4633.95,4670,4605,4630.5,29262,,,
10-10-2012,NESTLEIND,4626,4674,4600,4640.4,11007,,,
11-10-2012,NESTLEIND,4655,5429,4616.15,4646.15,25306,,,
12-10-2012,NESTLEIND,4560,4695,4526.3,4680.25,23494,,,
15-10-2012,NESTLEIND,4675,4720,4649.95,4695.6,24248,,,
16-10-2012,NESTLEIND,4699.9,4799,4699.85,4765.6,21940,,,
17-10-2012,NESTLEIND,4765.6,4800,4740,4760.25,4920,,,
18-10-2012,NESTLEIND,4760,4784.5,4728.95,4741.25,8098,,,
19-10-2012,NESTLEIND,4700,4785.95,4700,4768.8,42975,,,
22-10-2012,NESTLEIND,4768.8,4794,4663.3,4766.3,5131,,,
23-10-2012,NESTLEIND,4758,4770.05,4660,4669.6,32247,,,
25-10-2012,NESTLEIND,4734,4734,4652.35,4687.95,10159,,,
26-10-2012,NESTLEIND,4680,4700,4650,4651.9,13517,,,
29-10-2012,NESTLEIND,4674.9,4700,4649.95,4672.5,6246,,,
30-10-2012,NESTLEIND,4700,4700,4650,4689.25,31953,,,
31-10-2012,NESTLEIND,4749.9,4749.9,4655.15,4700.1,7162,,,
01-11-2012,NESTLEIND,4698.9,4734.8,4640.2,4726.1,9718,,,
02-11-2012,NESTLEIND,4788.85,4788.85,4690.1,4780.45,47155,,,
05-11-2012,NESTLEIND,4824.95,4849.25,4782.5,4841.05,19795,,,
06-11-2012,NESTLEIND,4798.75,4888,4798.75,4859.8,18470,,,
07-11-2012,NESTLEIND,4869.9,4886,4839.95,4857.25,32460,,,
08-11-2012,NESTLEIND,4820,4915.5,4820,4892.8,12260,,,
09-11-2012,NESTLEIND,4899.95,4920,4850,4863.55,7950,,,
12-11-2012,NESTLEIND,4870,4900,4799.95,4802.65,5069,,,
13-11-2012,NESTLEIND,4800,4848,4760,4792.65,4193,,,
15-11-2012,NESTLEIND,4785,4785,4713,4720.05,27025,,,
16-11-2012,NESTLEIND,4714,4763.95,4710.85,4724.65,10664,,,
19-11-2012,NESTLEIND,4650,4847.7,4575,4599.2,52134,,,
20-11-2012,NESTLEIND,4650,4650,4598,4609.4,40332,,,
21-11-2012,NESTLEIND,4620,4644,4599.95,4627.4,27333,,,
22-11-2012,NESTLEIND,4627.05,4645.45,4583.35,4620.1,24653,,,
23-11-2012,NESTLEIND,4586,4629.9,4580,4619.55,22522,,,
26-11-2012,NESTLEIND,4630,4710,4583,4599.75,17469,,,
27-11-2012,NESTLEIND,4689,4689,4600,4620.4,12251,,,
29-11-2012,NESTLEIND,4676.4,5544.45,4630.15,4747.65,38059,,,
30-11-2012,NESTLEIND,4774.9,4900,4630,4767.4,46425,,,
03-12-2012,NESTLEIND,4849.9,4849.9,4655.65,4687.85,17270,,,
04-12-2012,NESTLEIND,4738,4790,4707.05,4781.1,14084,,,
05-12-2012,NESTLEIND,4794,4840,4794,4815.45,7535,,,
06-12-2012,NESTLEIND,4838,4864,4782.2,4813.4,6236,,,
07-12-2012,NESTLEIND,4840,4840,4800,4827.5,31715,,,
10-12-2012,NESTLEIND,4875.8,4875.8,4776,4806.6,13085,,,
11-12-2012,NESTLEIND,4800.1,4860,4650,4827.6,14396,,,
12-12-2012,NESTLEIND,4899,4899,4755,4818.2,5263,,,
13-12-2012,NESTLEIND,4839.9,4851,4790,4841.85,8540,,,
14-12-2012,NESTLEIND,4717.3,4892,4717.3,4796.55,7409,,,
17-12-2012,NESTLEIND,4830,4830,4772.3,4789.1,14830,,,
18-12-2012,NESTLEIND,4770.45,4850,4770.2,4796.15,63282,,,
19-12-2012,NESTLEIND,4776.4,4945,4772,4912.65,43974,,,
20-12-2012,NESTLEIND,4929,4945,4872,4886.15,12695,,,
21-12-2012,NESTLEIND,4887,4965,4877.1,4900.5,37648,,,
24-12-2012,NESTLEIND,4905.05,4905.05,4806.2,4828.5,4266,,,
26-12-2012,NESTLEIND,4818.6,4870,4799.65,4841.8,42611,,,
27-12-2012,NESTLEIND,4830,5024.2,4830,4949.95,38715,,,
28-12-2012,NESTLEIND,4989,4990.95,4932.1,4965.05,13262,,,
31-12-2012,NESTLEIND,4997.65,5015.95,4936,4992.3,11764,,,
