Date,Symbol,Open,High,Low,Close,Volume,,
01-01-2009,ULTRACEMCO,390,398,387,395.5,7357,,
02-01-2009,ULTRACEMCO,393,415,380,386.3,27526,,
05-01-2009,ULTRACEMCO,395,403,380,384.85,151682,,
06-01-2009,ULTRACEMCO,374.35,434.8,374.35,429.2,104725,,
07-01-2009,ULTRACEMCO,431.75,438,390.1,409.4,191934,,
09-01-2009,ULTRACEMCO,393,409.1,385,396.75,21875,,
12-01-2009,ULTRACEMCO,396,399.5,375.2,379.35,10162,,
13-01-2009,ULTRACEMCO,372,375,365,365.15,139981,,
14-01-2009,ULTRACEMCO,374,376.95,352.7,359.55,55060,,
15-01-2009,ULTRACEMCO,345,362,341.25,358.8,28469,,
16-01-2009,ULTRACEMCO,374,376.95,351,370.65,274541,,
19-01-2009,ULTRACEMCO,375,403.9,360.25,380.7,383538,,
20-01-2009,ULTRACEMCO,381,394.8,371.1,388.95,102021,,
21-01-2009,ULTRACEMCO,388,395.8,381.1,389.7,100172,,
22-01-2009,ULTRACEMCO,397,405,375.3,388.9,35398,,
23-01-2009,ULTRACEMCO,390.05,399,383.25,395.8,26258,,
27-01-2009,ULTRACEMCO,391,405,385.2,391,272174,,
28-01-2009,ULTRACEMCO,394,418,387,412.15,29708,,
29-01-2009,ULTRACEMCO,416,431,401.2,415.2,231205,,
30-01-2009,ULTRACEMCO,393,419,391,395.95,48360,,
02-02-2009,ULTRACEMCO,394,409,387,388.45,17658,,
03-02-2009,ULTRACEMCO,393.5,417,391.1,412.95,59712,,
04-02-2009,ULTRACEMCO,420,420,406.15,412.8,19430,,
05-02-2009,ULTRACEMCO,402.5,414.75,383.9,412.1,28756,,
06-02-2009,ULTRACEMCO,415.3,420,412.15,416.05,17100,,
09-02-2009,ULTRACEMCO,418.15,422,410.2,413.05,13112,,
10-02-2009,ULTRACEMCO,413.05,420,410.1,418.9,188736,,
11-02-2009,ULTRACEMCO,418,422.9,410,420.6,17827,,
12-02-2009,ULTRACEMCO,423,423,409,412.05,39805,,
13-02-2009,ULTRACEMCO,419.75,427.95,413.1,420.7,42314,,
16-02-2009,ULTRACEMCO,420.7,436.9,417.5,422.35,37872,,
17-02-2009,ULTRACEMCO,419,422.95,405.25,409.85,51762,,
18-02-2009,ULTRACEMCO,384.25,429,384.25,420.2,45041,,
19-02-2009,ULTRACEMCO,422.5,426.95,407.7,419.15,33581,,
20-02-2009,ULTRACEMCO,415,421.5,410.05,416.95,20485,,
24-02-2009,ULTRACEMCO,408,429.7,408,424.15,43710,,
25-02-2009,ULTRACEMCO,439,449.8,427.1,440.65,63502,,
26-02-2009,ULTRACEMCO,458,483,440.1,476,580163,,
27-02-2009,ULTRACEMCO,477,488,455,470.1,148244,,
02-03-2009,ULTRACEMCO,456,463.9,450.15,452.05,73126,,
03-03-2009,ULTRACEMCO,480,480,443.05,457.95,51772,,
04-03-2009,ULTRACEMCO,471,487,443.5,475.3,138978,,
05-03-2009,ULTRACEMCO,499,499,470.5,477.4,104111,,
06-03-2009,ULTRACEMCO,520,520,466,497.5,101678,,
09-03-2009,ULTRACEMCO,520,520,463,467.55,80500,,
12-03-2009,ULTRACEMCO,479.45,479.45,449.1,454.6,63997,,
13-03-2009,ULTRACEMCO,465,474,456.3,471,50776,,
16-03-2009,ULTRACEMCO,452,487,452,482.5,34667,,
17-03-2009,ULTRACEMCO,494.9,494.9,468,478.4,143572,,
18-03-2009,ULTRACEMCO,488,488,462,464.25,18325,,
19-03-2009,ULTRACEMCO,473.8,480,456,473.1,23689,,
20-03-2009,ULTRACEMCO,482.95,482.95,457.1,471.65,53036,,
23-03-2009,ULTRACEMCO,480,523.8,472.15,509.85,72807,,
24-03-2009,ULTRACEMCO,523.9,540,488,512.45,73871,,
25-03-2009,ULTRACEMCO,517.5,534.85,496,512.75,63739,,
26-03-2009,ULTRACEMCO,513,525,507,519.95,235113,,
27-03-2009,ULTRACEMCO,520,538,516.1,529.2,70672,,
30-03-2009,ULTRACEMCO,526,544.5,513.4,530.95,100138,,
31-03-2009,ULTRACEMCO,520.1,562.45,520,551.35,116125,,
01-04-2009,ULTRACEMCO,555,555,527.1,535.2,45084,,
02-04-2009,ULTRACEMCO,550,555,537.05,549.15,107285,,
06-04-2009,ULTRACEMCO,555,567,532,537.95,34993,,
08-04-2009,ULTRACEMCO,530,545.9,516.05,542.25,27759,,
09-04-2009,ULTRACEMCO,532,549.9,523,529.4,22238,,
13-04-2009,ULTRACEMCO,529.4,543,529.4,533.85,31874,,
15-04-2009,ULTRACEMCO,535,564,530,561.2,182887,,
16-04-2009,ULTRACEMCO,575,589,540.35,546.55,64419,,
17-04-2009,ULTRACEMCO,555,585,541.05,566.05,68477,,
20-04-2009,ULTRACEMCO,570,580,562,571.6,42898,,
21-04-2009,ULTRACEMCO,554,589.8,554,566.5,74938,,
22-04-2009,ULTRACEMCO,566,579,558,567.15,74978,,
23-04-2009,ULTRACEMCO,563.1,576,553,560.1,93724,,
24-04-2009,ULTRACEMCO,575.8,578.8,565,568.5,33513,,
27-04-2009,ULTRACEMCO,574,591,563.35,570.55,74997,,
28-04-2009,ULTRACEMCO,580.15,580.15,556,572.55,33782,,
29-04-2009,ULTRACEMCO,580.5,591,546,570.2,279114,,
04-05-2009,ULTRACEMCO,579,605.95,577.4,593.45,103334,,
05-05-2009,ULTRACEMCO,590,604.9,566,587.1,42569,,
06-05-2009,ULTRACEMCO,590,594.5,565,568.05,41695,,
07-05-2009,ULTRACEMCO,580,586,549,559.65,29153,,
08-05-2009,ULTRACEMCO,557,565.9,548.25,558.85,61393,,
11-05-2009,ULTRACEMCO,570,574.75,548,558.85,12085,,
12-05-2009,ULTRACEMCO,564,592,543.7,569.55,53168,,
13-05-2009,ULTRACEMCO,574,583,560,574.25,27091,,
14-05-2009,ULTRACEMCO,566,577.95,553.25,573.85,16920,,
15-05-2009,ULTRACEMCO,570,578.8,560.1,567.55,84288,,
18-05-2009,ULTRACEMCO,628,675.9,628,650.65,402,,
19-05-2009,ULTRACEMCO,655,689,600,639.85,269042,,
20-05-2009,ULTRACEMCO,621,663.95,621,659.25,30606,,
21-05-2009,ULTRACEMCO,670,706,644,689.2,76360,,
22-05-2009,ULTRACEMCO,688,699,656,659.95,49824,,
25-05-2009,ULTRACEMCO,679,679,661.1,674.95,43179,,
26-05-2009,ULTRACEMCO,672,703,648,690.25,52975,,
27-05-2009,ULTRACEMCO,704,707,660,689.25,86988,,
28-05-2009,ULTRACEMCO,699,707,686.1,691.25,122543,,
29-05-2009,ULTRACEMCO,688,733,671.15,717.8,292496,,
01-06-2009,ULTRACEMCO,719.05,761.25,715,752.6,167648,,
02-06-2009,ULTRACEMCO,725,752.25,704,739.7,121185,,
03-06-2009,ULTRACEMCO,740,750,721,727,39812,,
04-06-2009,ULTRACEMCO,727.05,800,715.2,781.4,119462,,
05-06-2009,ULTRACEMCO,782,810,734,741.6,259295,,
08-06-2009,ULTRACEMCO,747,765,695,717.45,82297,,
09-06-2009,ULTRACEMCO,710.15,737,696.25,731.95,36396,,
10-06-2009,ULTRACEMCO,732,767.05,725.2,762.8,58723,,
11-06-2009,ULTRACEMCO,741.45,765,705.1,732.15,15738575,,
12-06-2009,ULTRACEMCO,738.15,749,730,732.1,160474,,
15-06-2009,ULTRACEMCO,734,744,706.35,728.35,80830,,
16-06-2009,ULTRACEMCO,711,733,702,711.35,161472,,
17-06-2009,ULTRACEMCO,708.05,722.9,705,714.7,168113,,
18-06-2009,ULTRACEMCO,717.95,717.95,655,675.75,246378,,
19-06-2009,ULTRACEMCO,695,695,665.05,670.65,159367,,
22-06-2009,ULTRACEMCO,681,687.7,653,656.95,92603,,
23-06-2009,ULTRACEMCO,647.45,658,614.6,655.3,51351,,
24-06-2009,ULTRACEMCO,678.45,697.95,658.1,689.65,58760,,
25-06-2009,ULTRACEMCO,680,717.5,680,709.1,281462,,
26-06-2009,ULTRACEMCO,717,739.9,707.6,714.25,51449,,
29-06-2009,ULTRACEMCO,714.25,715,690,706.9,35688,,
30-06-2009,ULTRACEMCO,709.9,709.9,679.15,689.6,342973,,
01-07-2009,ULTRACEMCO,697,705,674,681.95,75804,,
02-07-2009,ULTRACEMCO,686.2,695,678,681.25,100861,,
03-07-2009,ULTRACEMCO,694,714.45,675,707.2,167816,,
06-07-2009,ULTRACEMCO,708,710,677,689.4,54406,,
07-07-2009,ULTRACEMCO,697,725.5,690,720,58491,,
08-07-2009,ULTRACEMCO,696,749.45,696,722.4,123795,,
09-07-2009,ULTRACEMCO,726,734.8,710.05,732.25,35683,,
10-07-2009,ULTRACEMCO,735.2,742,720,730.25,47199,,
13-07-2009,ULTRACEMCO,727,727,695.15,721.85,122650,,
14-07-2009,ULTRACEMCO,735,737.95,719.2,725.4,27129,,
15-07-2009,ULTRACEMCO,727.05,743,719,739.3,76464,,
16-07-2009,ULTRACEMCO,745,749,728,741,61261,,
17-07-2009,ULTRACEMCO,747,764.95,741,745.7,98693,,
20-07-2009,ULTRACEMCO,779,779,751.3,772.15,37508,,
21-07-2009,ULTRACEMCO,775,920,751,775.65,246042,,
22-07-2009,ULTRACEMCO,775.9,809.8,746.35,751.35,176405,,
23-07-2009,ULTRACEMCO,730,770,730,764.7,157274,,
24-07-2009,ULTRACEMCO,788,788,766.2,775.1,566261,,
27-07-2009,ULTRACEMCO,788.8,815,780,797.7,257332,,
28-07-2009,ULTRACEMCO,769,812.5,769,808.7,296254,,
29-07-2009,ULTRACEMCO,800.1,818,780,790.05,107021,,
30-07-2009,ULTRACEMCO,799.8,833,790.55,796.9,347241,,
31-07-2009,ULTRACEMCO,818.9,824,785.1,799,174762,,
03-08-2009,ULTRACEMCO,807,811.8,796.55,801.5,65392,,
04-08-2009,ULTRACEMCO,810,812.8,791.15,802.95,74170,,
05-08-2009,ULTRACEMCO,805,821.95,794,798.8,138240,,
06-08-2009,ULTRACEMCO,807.7,809.7,788,793,137106,,
07-08-2009,ULTRACEMCO,771.2,789,710.6,769.25,102264,,
10-08-2009,ULTRACEMCO,776,784.7,711.05,717.65,70351,,
11-08-2009,ULTRACEMCO,722,728,711.05,717.3,112440,,
12-08-2009,ULTRACEMCO,724.9,728,703,718.6,248382,,
13-08-2009,ULTRACEMCO,728,759,728,752.85,77351,,
14-08-2009,ULTRACEMCO,778,780,742.1,745,213367,,
17-08-2009,ULTRACEMCO,735,747,714,719.95,175916,,
18-08-2009,ULTRACEMCO,722,732,702.1,714.4,270557,,
19-08-2009,ULTRACEMCO,717,724.5,697.05,702.65,37712,,
20-08-2009,ULTRACEMCO,705,720,705,710.05,229867,,
21-08-2009,ULTRACEMCO,704.1,715,703.3,709.95,82815,,
24-08-2009,ULTRACEMCO,720,736.7,717,730.85,103319,,
25-08-2009,ULTRACEMCO,724.9,744,718.3,741.3,24443,,
26-08-2009,ULTRACEMCO,759,767,739.95,750.25,81320,,
27-08-2009,ULTRACEMCO,746,753,729,731.8,231732,,
28-08-2009,ULTRACEMCO,749,763.4,740,759.75,84882,,
31-08-2009,ULTRACEMCO,742,767.3,741.2,761.8,41407,,
01-09-2009,ULTRACEMCO,769,770,741,753.7,135434,,
02-09-2009,ULTRACEMCO,749.95,749.95,728.6,738.5,27364,,
03-09-2009,ULTRACEMCO,749.55,752,739,741.2,29515,,
04-09-2009,ULTRACEMCO,744,756,740,751.85,165911,,
07-09-2009,ULTRACEMCO,768.8,770,754.9,759.1,81303,,
08-09-2009,ULTRACEMCO,768.9,777,751.3,757.7,128174,,
09-09-2009,ULTRACEMCO,768.9,769,733.65,760.5,10116,,
10-09-2009,ULTRACEMCO,760,766,740.2,745.05,73392,,
11-09-2009,ULTRACEMCO,740,754.9,724,735.3,57107,,
14-09-2009,ULTRACEMCO,745,746.3,716.25,730.8,29177,,
15-09-2009,ULTRACEMCO,732,742,727,730.35,307094,,
16-09-2009,ULTRACEMCO,732,766.9,732,757.75,305469,,
17-09-2009,ULTRACEMCO,769.85,804.7,747,758.25,377155,,
18-09-2009,ULTRACEMCO,760,805.35,759,785.5,448097,,
22-09-2009,ULTRACEMCO,790.1,793,775,783.8,69864,,
23-09-2009,ULTRACEMCO,785,785.7,761.1,768.8,52050,,
24-09-2009,ULTRACEMCO,775,775,710.25,759.05,109069,,
25-09-2009,ULTRACEMCO,759.05,762,742,751.45,75889,,
29-09-2009,ULTRACEMCO,769.8,780.4,760.1,774.3,99617,,
30-09-2009,ULTRACEMCO,770,805.9,762.2,799.6,219498,,
01-10-2009,ULTRACEMCO,805,872,805,848.95,855060,,
05-10-2009,ULTRACEMCO,860,896,801,805,1283027,,
06-10-2009,ULTRACEMCO,810,840,791,814.25,393903,,
07-10-2009,ULTRACEMCO,822,838.85,812.1,822.25,711371,,
08-10-2009,ULTRACEMCO,829.9,847.95,823.15,838.85,355281,,
09-10-2009,ULTRACEMCO,842.7,877.9,835.85,870.15,827183,,
12-10-2009,ULTRACEMCO,865,887.85,843,847.95,230006,,
14-10-2009,ULTRACEMCO,859,865,806.95,811.75,881252,,
15-10-2009,ULTRACEMCO,823.8,852,815.1,844.3,397418,,
16-10-2009,ULTRACEMCO,848,854.7,821,823.55,514714,,
17-10-2009,ULTRACEMCO,841.35,844,833,839.6,65535,,
20-10-2009,ULTRACEMCO,840,845,817,824.45,148643,,
21-10-2009,ULTRACEMCO,824,824,802,805.3,165453,,
22-10-2009,ULTRACEMCO,805,806,773.2,777.35,153783,,
23-10-2009,ULTRACEMCO,795,795,765.05,772.5,478402,,
26-10-2009,ULTRACEMCO,770,785,763,779.7,151852,,
27-10-2009,ULTRACEMCO,766.25,782,766.25,775.3,139338,,
28-10-2009,ULTRACEMCO,775.3,775.3,763,766.7,121424,,
29-10-2009,ULTRACEMCO,763.3,765.55,750.15,759.05,232634,,
30-10-2009,ULTRACEMCO,775,792.9,761.65,767.95,92945,,
03-11-2009,ULTRACEMCO,765,770,735,740.6,56332,,
04-11-2009,ULTRACEMCO,750,754,710,733.95,270275,,
05-11-2009,ULTRACEMCO,733.95,749.9,712,737,116622,,
06-11-2009,ULTRACEMCO,744.9,750,718.35,735.55,79562,,
09-11-2009,ULTRACEMCO,735.6,750,726,745.45,96180,,
10-11-2009,ULTRACEMCO,749,759.5,736.1,740,85488,,
11-11-2009,ULTRACEMCO,736,758.5,736,747.7,59429,,
12-11-2009,ULTRACEMCO,735,755.5,725.25,728.55,255643,,
13-11-2009,ULTRACEMCO,721.25,734.9,714,729.95,62884,,
16-11-2009,ULTRACEMCO,724,768.9,699.8,738.65,381400,,
17-11-2009,ULTRACEMCO,768,768,740,748.85,288858,,
18-11-2009,ULTRACEMCO,757,772.8,741.2,757.4,179048,,
19-11-2009,ULTRACEMCO,765,774,750,762.7,194535,,
20-11-2009,ULTRACEMCO,761,800,754.5,791.45,277573,,
23-11-2009,ULTRACEMCO,805,824,794,816.3,177644,,
24-11-2009,ULTRACEMCO,824.9,829,803.9,818.75,114283,,
25-11-2009,ULTRACEMCO,820,842,815.5,829.9,220180,,
26-11-2009,ULTRACEMCO,839,845.5,821.15,824.8,212590,,
27-11-2009,ULTRACEMCO,824,828.5,796.1,818.1,83979,,
30-11-2009,ULTRACEMCO,821,845,813,836.65,123073,,
01-12-2009,ULTRACEMCO,845.9,849.9,831.1,840.95,288172,,
02-12-2009,ULTRACEMCO,849,849,831.1,834.65,53221,,
03-12-2009,ULTRACEMCO,841,860,832,845.75,102023,,
04-12-2009,ULTRACEMCO,846,851.8,833,836.3,37966,,
07-12-2009,ULTRACEMCO,836.3,843.8,821,834.5,30022,,
08-12-2009,ULTRACEMCO,838,849,826,847.4,50945,,
09-12-2009,ULTRACEMCO,844.9,855,826.15,852.8,84410,,
10-12-2009,ULTRACEMCO,845.5,856,845.5,851.65,42278,,
11-12-2009,ULTRACEMCO,859.9,865,851,860.1,106981,,
14-12-2009,ULTRACEMCO,866.2,904.9,861,899.15,363102,,
15-12-2009,ULTRACEMCO,909.85,909.85,885.15,887.45,215557,,
16-12-2009,ULTRACEMCO,870.6,914,865,908.4,190362,,
17-12-2009,ULTRACEMCO,910,920,903,913.75,143856,,
18-12-2009,ULTRACEMCO,914.9,914.9,894,899.2,238203,,
21-12-2009,ULTRACEMCO,896,907.8,891.1,892.95,49438,,
22-12-2009,ULTRACEMCO,829.9,902,829.9,877,138664,,
23-12-2009,ULTRACEMCO,875.1,912,873.1,900.6,146383,,
24-12-2009,ULTRACEMCO,898.1,912,882.6,898.8,75864,,
29-12-2009,ULTRACEMCO,909,922.75,895.05,900.1,133938,,
30-12-2009,ULTRACEMCO,900.1,912,888.7,905.2,79572,,
31-12-2009,ULTRACEMCO,905,919,905,914.2,133115,,
04-01-2010,ULTRACEMCO,914.2,974.65,913,966.1,322796,,
05-01-2010,ULTRACEMCO,970,990,970,986.1,399360,,
06-01-2010,ULTRACEMCO,988,1002,975,987.3,341762,,
07-01-2010,ULTRACEMCO,987,1003,976.1,978.35,185302,,
08-01-2010,ULTRACEMCO,994,994,980,990.3,335191,,
11-01-2010,ULTRACEMCO,999.85,1006,988.1,991.55,240284,,
12-01-2010,ULTRACEMCO,990,1005,973.05,984.6,114835,,
13-01-2010,ULTRACEMCO,981,1037,971.05,1032.4,242789,,
14-01-2010,ULTRACEMCO,1039.95,1050,1030,1044,655019,,
15-01-2010,ULTRACEMCO,1045,1059.8,1015,1036.95,345312,,
18-01-2010,ULTRACEMCO,1012.2,1024.4,991,1002.7,522516,,
19-01-2010,ULTRACEMCO,1005,1009,988.35,999.5,219429,,
20-01-2010,ULTRACEMCO,995,1016.5,972.35,977.5,86992,,
21-01-2010,ULTRACEMCO,979,980,933,945.4,177821,,
22-01-2010,ULTRACEMCO,939.9,940,893.2,912.65,168573,,
25-01-2010,ULTRACEMCO,906,913,885,905.75,66982,,
27-01-2010,ULTRACEMCO,900,924,882.95,910.15,182223,,
28-01-2010,ULTRACEMCO,916.05,940,892.15,922.2,321650,,
29-01-2010,ULTRACEMCO,910,939,902,930,86068,,
01-02-2010,ULTRACEMCO,950,960,921.1,931.7,34440,,
02-02-2010,ULTRACEMCO,937,974.4,935,960.75,100556,,
03-02-2010,ULTRACEMCO,985,985,950,971.7,72908,,
04-02-2010,ULTRACEMCO,962,972.9,956,962.1,213394,,
05-02-2010,ULTRACEMCO,941,946.9,917,932.55,63337,,
06-02-2010,ULTRACEMCO,939.9,943.45,930.15,933.95,4358,,
08-02-2010,ULTRACEMCO,933,940,915.25,929.85,57942,,
09-02-2010,ULTRACEMCO,930,960,920.5,956.95,67728,,
10-02-2010,ULTRACEMCO,960,989.9,958.05,984.8,153517,,
11-02-2010,ULTRACEMCO,981.8,1004,978,1000.9,164610,,
15-02-2010,ULTRACEMCO,1002,1007.5,993.1,1000.2,68387,,
16-02-2010,ULTRACEMCO,1010,1052,996,1043.2,943309,,
17-02-2010,ULTRACEMCO,1055,1059.9,1032.15,1047.45,499371,,
18-02-2010,ULTRACEMCO,1047.45,1047.45,1018.1,1025,202540,,
19-02-2010,ULTRACEMCO,1025,1039.7,1010.1,1027.35,111290,,
22-02-2010,ULTRACEMCO,1052,1052,1007.5,1035.8,114581,,
23-02-2010,ULTRACEMCO,1035.8,1040,1017.15,1024.8,544180,,
24-02-2010,ULTRACEMCO,1026,1035,992.05,1022.8,82751,,
25-02-2010,ULTRACEMCO,1024,1039.45,998.1,1033.6,298315,,
26-02-2010,ULTRACEMCO,1042,1049.95,1022.55,1040.05,422959,,
02-03-2010,ULTRACEMCO,1050,1085,1029.4,1074.65,95622,,
03-03-2010,ULTRACEMCO,1100,1100,1066.15,1079.75,192373,,
04-03-2010,ULTRACEMCO,1080,1100,1075,1091.45,166225,,
05-03-2010,ULTRACEMCO,1098,1114.65,1090,1097.75,343773,,
08-03-2010,ULTRACEMCO,1101.6,1123.9,1092.05,1111.65,306978,,
09-03-2010,ULTRACEMCO,1115.95,1118,1090,1092.6,132044,,
10-03-2010,ULTRACEMCO,1091,1114,1091,1108.95,299608,,
11-03-2010,ULTRACEMCO,1110.1,1120,1101.9,1112.05,77414,,
12-03-2010,ULTRACEMCO,1115,1119.5,1094,1106.7,80067,,
15-03-2010,ULTRACEMCO,1098.5,1119.9,1094,1113.05,255900,,
16-03-2010,ULTRACEMCO,1110,1120,1095.5,1117.95,264272,,
17-03-2010,ULTRACEMCO,1120,1128.7,1090.1,1099,158750,,
18-03-2010,ULTRACEMCO,1082.3,1112,1025,1106.05,309482,,
19-03-2010,ULTRACEMCO,1094,1125.5,1094,1122.45,210978,,
22-03-2010,ULTRACEMCO,1094,1132.75,1094,1123.7,168236,,
23-03-2010,ULTRACEMCO,1125,1125,1107.55,1111,96928,,
25-03-2010,ULTRACEMCO,1114.8,1114.8,1072.5,1086.35,575656,,
26-03-2010,ULTRACEMCO,1089,1118.9,1085,1115.95,102350,,
29-03-2010,ULTRACEMCO,1111,1146.5,1107,1141,83328,,
30-03-2010,ULTRACEMCO,1149.5,1152.8,1134,1145.2,80771,,
31-03-2010,ULTRACEMCO,1130,1161.9,1130,1154.85,108222,,
01-04-2010,ULTRACEMCO,1141.5,1151.85,1136,1144.25,129245,,
05-04-2010,ULTRACEMCO,1151,1167.7,1142.3,1147.05,33395,,
06-04-2010,ULTRACEMCO,1147.5,1158.5,1140.1,1146.65,29411,,
07-04-2010,ULTRACEMCO,1140,1162.9,1140,1149.95,37900,,
08-04-2010,ULTRACEMCO,1147.6,1166,1138.05,1163.1,69738,,
09-04-2010,ULTRACEMCO,1163,1174,1155,1159.9,42657,,
12-04-2010,ULTRACEMCO,1160,1165.6,1129.1,1133.8,79470,,
13-04-2010,ULTRACEMCO,1134,1144,1123.5,1138.55,189740,,
15-04-2010,ULTRACEMCO,1130,1147.7,1121,1129.85,41211,,
16-04-2010,ULTRACEMCO,1109.35,1128.5,1098,1104.05,56404,,
19-04-2010,ULTRACEMCO,1098.8,1108,1085.05,1100.75,29812,,
20-04-2010,ULTRACEMCO,1100,1119,1090.15,1104.9,42694,,
21-04-2010,ULTRACEMCO,1104.8,1113.8,1095.1,1105.3,41635,,
22-04-2010,ULTRACEMCO,1105,1128.5,1100,1119.45,60758,,
23-04-2010,ULTRACEMCO,1119.7,1129.95,1092,1094.75,27811,,
26-04-2010,ULTRACEMCO,1119,1119,1093.1,1098.1,29033,,
27-04-2010,ULTRACEMCO,1114.9,1123.5,1090,1094.85,31539,,
28-04-2010,ULTRACEMCO,1070.15,1096.85,1070,1078.25,46992,,
29-04-2010,ULTRACEMCO,1056.6,1085,1004.2,1015.35,310248,,
30-04-2010,ULTRACEMCO,1006,1023.7,964,972.75,340376,,
03-05-2010,ULTRACEMCO,985,999.8,952.1,955.5,152993,,
04-05-2010,ULTRACEMCO,970,1015.2,904,926.85,415567,,
05-05-2010,ULTRACEMCO,912,973,910,968.4,275248,,
06-05-2010,ULTRACEMCO,960,972,945.1,950.6,128252,,
07-05-2010,ULTRACEMCO,944,950,920,945.45,87338,,
10-05-2010,ULTRACEMCO,955,976.8,940.6,947.05,179022,,
