Date,Symbol,Open,High,Low,Close,Volume,,,
08-10-2008,MARUTI,651,698,627.5,687.85,2054049,,,
10-10-2008,MARUTI,631,689.7,631,679.7,899350,,,
13-10-2008,MARUTI,676,725.8,676,723.2,944838,,,
14-10-2008,MARUTI,732,749,711,719.75,945505,,,
15-10-2008,MARUTI,705,713,668.25,681.65,868013,,,
16-10-2008,MARUTI,665.9,685,643.15,678.8,706468,,,
17-10-2008,MARUTI,684.1,689,632.3,640.5,1058321,,,
20-10-2008,MARUTI,637,674.8,625,656.35,587307,,,
21-10-2008,MARUTI,663.8,690,645.35,677.45,825521,,,
22-10-2008,MARUTI,660,674,628.55,648.7,646436,,,
23-10-2008,MARUTI,628,645,587.3,595.4,1010127,,,
24-10-2008,MARUTI,580,581.5,512,538.25,1557016,,,
27-10-2008,MARUTI,525.5,538.4,475,515.75,719165,,,
28-10-2008,MARUTI,536,567,536,547.15,47863,,,
29-10-2008,MARUTI,556,562,505.3,542.85,1216695,,,
31-10-2008,MARUTI,561,584,546.7,563.2,887142,,,
03-11-2008,MARUTI,565.5,619,565.5,602.15,720327,,,
04-11-2008,MARUTI,600,619.7,583.15,615.75,648039,,,
05-11-2008,MARUTI,639,639,610.1,615.85,840170,,,
06-11-2008,MARUTI,600,624.4,582.45,600.85,1095004,,,
07-11-2008,MARUTI,595,609.75,570,599.45,995131,,,
10-11-2008,MARUTI,600,608,584.55,595.25,560670,,,
11-11-2008,MARUTI,590,590,560.15,573.4,1035231,,,
12-11-2008,MARUTI,568,569.85,546.1,559.25,838328,,,
14-11-2008,MARUTI,580,580,530.05,536.15,1225305,,,
17-11-2008,MARUTI,533,558.8,520.1,547.85,636365,,,
18-11-2008,MARUTI,545,568.8,505.55,513.25,714020,,,
19-11-2008,MARUTI,517,548,504.1,516.25,707693,,,
20-11-2008,MARUTI,506,510,467.8,482.45,1049946,,,
21-11-2008,MARUTI,486.3,524.7,480.15,509.95,763903,,,
24-11-2008,MARUTI,515.05,535,495.15,530.35,468773,,,
25-11-2008,MARUTI,574,574,522.7,535.15,890097,,,
26-11-2008,MARUTI,539,542.85,508,531.65,1145287,,,
28-11-2008,MARUTI,537,548.9,521,533.55,872073,,,
01-12-2008,MARUTI,540.5,544.9,482.1,487.1,1306878,,,
02-12-2008,MARUTI,433,476,433,460,1541283,,,
03-12-2008,MARUTI,468,493.9,445.5,484.9,1609225,,,
04-12-2008,MARUTI,485,494.7,468.15,487.85,1548577,,,
05-12-2008,MARUTI,490,496.3,477.15,490.65,1210630,,,
08-12-2008,MARUTI,500,524,476.7,499.1,2471680,,,
10-12-2008,MARUTI,505,524.8,487.4,515.8,1258399,,,
11-12-2008,MARUTI,522,528,501,510.7,1335168,,,
12-12-2008,MARUTI,480,513,475.7,507.05,956692,,,
15-12-2008,MARUTI,515,524,505.6,508.75,1216799,,,
16-12-2008,MARUTI,509,518.9,491.55,509.25,1443868,,,
17-12-2008,MARUTI,520,520,504.55,509.75,1261891,,,
18-12-2008,MARUTI,478,542.8,478,536.15,1192349,,,
19-12-2008,MARUTI,528,568.9,528,549.4,1641704,,,
22-12-2008,MARUTI,555,558.95,525.4,528.3,1211067,,,
23-12-2008,MARUTI,527,527,508.2,513.05,1076243,,,
24-12-2008,MARUTI,524.7,524.7,495.7,502.55,1403347,,,
26-12-2008,MARUTI,502,518.4,501.4,510.2,1064831,,,
29-12-2008,MARUTI,519.2,519.2,484,499.25,2104976,,,
30-12-2008,MARUTI,504.9,523.95,497.05,518.45,1067188,,,
31-12-2008,MARUTI,520.1,527,506.35,520.2,1712863,,,
01-01-2009,MARUTI,521,558,515.15,549.9,1326161,,,
02-01-2009,MARUTI,539,559,534,544.4,954847,,,
05-01-2009,MARUTI,578.9,578.9,543.55,557.05,906567,,,
06-01-2009,MARUTI,552,571.85,546.35,561.4,900915,,,
07-01-2009,MARUTI,570,579.7,551.3,565.15,1151237,,,
09-01-2009,MARUTI,553,596,550.1,585.85,1868205,,,
12-01-2009,MARUTI,580.1,596.75,561.6,579.35,1977203,,,
13-01-2009,MARUTI,580,595,566,587.5,1241692,,,
14-01-2009,MARUTI,583,604,578,595.75,1507556,,,
15-01-2009,MARUTI,575,598.2,542.35,589.95,1128362,,,
16-01-2009,MARUTI,590.1,597.9,581.8,589.65,1073629,,,
19-01-2009,MARUTI,585.1,585.1,567.6,573.9,754466,,,
20-01-2009,MARUTI,567.9,567.9,556.1,559.6,451963,,,
21-01-2009,MARUTI,556,561.7,536.15,539.75,893228,,,
22-01-2009,MARUTI,540.45,550,513.1,519.4,1104098,,,
23-01-2009,MARUTI,520,525,502.3,515.2,866109,,,
27-01-2009,MARUTI,512.35,547,512.35,537.65,768922,,,
28-01-2009,MARUTI,540,547.95,511.25,520.55,1180411,,,
29-01-2009,MARUTI,526.2,555,521.2,544.45,2407565,,,
30-01-2009,MARUTI,535,578.9,531,568.3,1711638,,,
02-02-2009,MARUTI,561,588.8,555,567,1262111,,,
03-02-2009,MARUTI,570,594.25,570,583.75,1028765,,,
04-02-2009,MARUTI,587.5,606.8,585.5,602,1544901,,,
05-02-2009,MARUTI,585.6,603.9,571.4,577.05,1405004,,,
06-02-2009,MARUTI,579,586.7,572,577.7,688414,,,
09-02-2009,MARUTI,597.5,598.9,574.1,595.2,543324,,,
10-02-2009,MARUTI,590,615.9,589.3,608.4,902011,,,
11-02-2009,MARUTI,600,634,597,632.3,1444048,,,
12-02-2009,MARUTI,625,628,607.4,613.85,990871,,,
13-02-2009,MARUTI,616.3,637.4,616.3,628.8,748940,,,
16-02-2009,MARUTI,625,641,609,622.1,1571925,,,
17-02-2009,MARUTI,617.3,617.3,595.6,602.6,939119,,,
18-02-2009,MARUTI,604,624,593,616.9,662741,,,
19-02-2009,MARUTI,618,637.4,618,631.8,1081568,,,
20-02-2009,MARUTI,617,635.9,615.15,629.5,1142555,,,
24-02-2009,MARUTI,617,647.85,614,641.2,1298015,,,
25-02-2009,MARUTI,647.4,669.4,644,663.9,2076359,,,
26-02-2009,MARUTI,632.4,709.4,632.4,690.75,2256838,,,
27-02-2009,MARUTI,690,690,659.05,677.3,2104027,,,
02-03-2009,MARUTI,698.7,698.7,657.1,674.6,1926425,,,
03-03-2009,MARUTI,659,687.6,659,671.25,1575564,,,
04-03-2009,MARUTI,675,688.9,666.9,683.3,1174421,,,
05-03-2009,MARUTI,699.8,699.8,663.6,668.25,957093,,,
06-03-2009,MARUTI,679,679,643.3,649.65,1699918,,,
09-03-2009,MARUTI,674.8,677.3,640.4,651.9,811568,,,
12-03-2009,MARUTI,669.95,697.3,652.05,689.75,1840605,,,
13-03-2009,MARUTI,697,719.5,688.35,713.15,1981774,,,
16-03-2009,MARUTI,712.85,715.95,688.35,698.75,1590378,,,
17-03-2009,MARUTI,708.7,715,692,709.75,1889619,,,
18-03-2009,MARUTI,715.15,728,709,717.6,1994396,,,
19-03-2009,MARUTI,721,744,716,730.9,1334739,,,
20-03-2009,MARUTI,735,735,708.25,710.95,608120,,,
23-03-2009,MARUTI,719,737.7,717.1,733.1,523613,,,
24-03-2009,MARUTI,738,756,717.65,734.05,3057474,,,
25-03-2009,MARUTI,733,753.8,723.25,733.9,1355965,,,
26-03-2009,MARUTI,745,799,734.2,770.15,2063956,,,
27-03-2009,MARUTI,770,774.65,751.2,768.5,997416,,,
30-03-2009,MARUTI,760,769.35,732.35,758.2,1086494,,,
31-03-2009,MARUTI,761,788.85,751.5,779.85,1993954,,,
01-04-2009,MARUTI,780,799,765.05,792.5,1232689,,,
02-04-2009,MARUTI,801.65,831.4,780,794.55,1537827,,,
06-04-2009,MARUTI,797.65,804,785.05,799.1,1075353,,,
08-04-2009,MARUTI,785,820,770.05,817.3,1223929,,,
09-04-2009,MARUTI,820,829.5,798.3,809.1,995199,,,
13-04-2009,MARUTI,815.25,839,811,822.8,922172,,,
15-04-2009,MARUTI,815,854.8,807,846.6,1421209,,,
16-04-2009,MARUTI,852,873.8,845,855.15,1121764,,,
17-04-2009,MARUTI,851,866,825.35,836.2,777892,,,
20-04-2009,MARUTI,837.85,854,828.25,836.35,398411,,,
21-04-2009,MARUTI,827,838.2,777.25,788.75,1276098,,,
22-04-2009,MARUTI,828.8,828.8,741,754.15,2283728,,,
23-04-2009,MARUTI,755,816,743,798.6,2416944,,,
24-04-2009,MARUTI,808,818.7,763.5,803,2607684,,,
27-04-2009,MARUTI,779.5,821.8,773.6,809.35,2957389,,,
28-04-2009,MARUTI,806,822,790.5,803.15,1269732,,,
29-04-2009,MARUTI,809,819.9,784.3,814,1808304,,,
04-05-2009,MARUTI,821.35,849.8,820.25,839.35,962631,,,
05-05-2009,MARUTI,845,859,815.05,831.65,1814271,,,
06-05-2009,MARUTI,827.5,837.9,797,808.55,2001503,,,
07-05-2009,MARUTI,815,843.9,800,839.4,1231223,,,
08-05-2009,MARUTI,838,845.95,816.55,828.3,582400,,,
11-05-2009,MARUTI,836,845.95,819.25,834.1,730642,,,
12-05-2009,MARUTI,830,875.5,820.05,863.9,1490336,,,
13-05-2009,MARUTI,857.6,872,830,839.05,1105675,,,
